"Phase","FLDNAME","TBLNAME","CRFNAME","TEXT","TYPE","LENGTH","CODE","UNITS","status"
"","ST31CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftInferiorParietal","N","5","","mm3",""
"","ST31SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftInferiorParietal","N","5","","mm2",""
"","ST31TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftInferiorParietal","N","4","","mm",""
"","ST31TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftInferiorParietal","N","4","","mm",""
"","ST32CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftInferiorTemporal","N","5","","mm3",""
"","ST32SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftInferiorTemporal","N","5","","mm2",""
"","ST32TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftInferiorTemporal","N","4","","mm",""
"","ST32TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftInferiorTemporal","N","4","","mm",""
"","ST34CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftIsthmusCingulate","N","5","","mm3",""
"","ST34SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftIsthmusCingulate","N","5","","mm2",""
"","ST34TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftIsthmusCingulate","N","4","","mm",""
"","ST34TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftIsthmusCingulate","N","4","","mm",""
"","ST35CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftLateralOccipital","N","5","","mm3",""
"","ST35SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftLateralOccipital","N","5","","mm2",""
"","ST35TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftLateralOccipital","N","4","","mm",""
"","ST35TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftLateralOccipital","N","4","","mm",""
"","ST36CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftLateralOrbitofrontal","N","5","","mm3",""
"","ST36SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftLateralOrbitofrontal","N","5","","mm2",""
"","ST36TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftLateralOrbitofrontal","N","4","","mm",""
"","ST36TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftLateralOrbitofrontal","N","4","","mm",""
"","ST37SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of LeftLateralVentricle","N","8","","mm3",""
"","ST38CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftLingual","N","5","","mm3",""
"","ST38SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftLingual","N","5","","mm2",""
"","ST38TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftLingual","N","4","","mm",""
"","ST38TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftLingual","N","4","","mm",""
"","ST39CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftMedialOrbitofrontal","N","5","","mm3",""
"","ST39SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftMedialOrbitofrontal","N","5","","mm2",""
"","ST39TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftMedialOrbitofrontal","N","4","","mm",""
"","ST39TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftMedialOrbitofrontal","N","4","","mm",""
"","ST3SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of CorpusCallosumCentral","N","8","","mm3",""
"","ST40CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftMiddleTemporal","N","5","","mm3",""
"","ST40SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftMiddleTemporal","N","5","","mm2",""
"","ST40TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftMiddleTemporal","N","4","","mm",""
"","ST40TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftMiddleTemporal","N","4","","mm",""
"","ST42SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of LeftPallidum","N","8","","mm3",""
"","ST43CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftParacentral","N","5","","mm3",""
"","ST43SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftParacentral","N","5","","mm2",""
"","ST43TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftParacentral","N","4","","mm",""
"","ST43TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftParacentral","N","4","","mm",""
"","ST44CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftParahippocampal","N","5","","mm3",""
"","ST44SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftParahippocampal","N","5","","mm2",""
"","ST44TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftParahippocampal","N","4","","mm",""
"","ST44TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftParahippocampal","N","4","","mm",""
"","ST45CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftParsOpercularis","N","5","","mm3",""
"","ST45SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftParsOpercularis","N","5","","mm2",""
"","ST45TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftParsOpercularis","N","4","","mm",""
"","ST45TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftParsOpercularis","N","4","","mm",""
"","ST46CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftParsOrbitalis","N","5","","mm3",""
"","ST46SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftParsOrbitalis","N","5","","mm2",""
"","ST46TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftParsOrbitalis","N","4","","mm",""
"","ST46TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftParsOrbitalis","N","4","","mm",""
"","ST47CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftParsTriangularis","N","5","","mm3",""
"","ST47SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftParsTriangularis","N","5","","mm2",""
"","ST47TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftParsTriangularis","N","4","","mm",""
"","ST47TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftParsTriangularis","N","4","","mm",""
"","ST48CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftPericalcarine","N","5","","mm3",""
"","ST48SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftPericalcarine","N","5","","mm2",""
"","ST48TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftPericalcarine","N","4","","mm",""
"","ST48TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftPericalcarine","N","4","","mm",""
"","ST49CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftPostcentral","N","5","","mm3",""
"","ST49SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftPostcentral","N","5","","mm2",""
"","ST49TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftPostcentral","N","4","","mm",""
"","ST49TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftPostcentral","N","4","","mm",""
"","ST4SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of CorpusCallosumMidAnterior","N","8","","mm3",""
"","ST50CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftPosteriorCingulate","N","5","","mm3",""
"","ST50SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftPosteriorCingulate","N","5","","mm2",""
"","ST50TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftPosteriorCingulate","N","4","","mm",""
"","ST50TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftPosteriorCingulate","N","4","","mm",""
"","ST51CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftPrecentral","N","5","","mm3",""
"","ST51SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftPrecentral","N","5","","mm2",""
"","ST51TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftPrecentral","N","4","","mm",""
"","ST51TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftPrecentral","N","4","","mm",""
"","ST52CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftPrecuneus","N","5","","mm3",""
"","ST52SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftPrecuneus","N","5","","mm2",""
"","ST52TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftPrecuneus","N","4","","mm",""
"","ST52TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftPrecuneus","N","4","","mm",""
"","ST53SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of LeftPutamen","N","8","","mm3",""
"","ST54CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftRostralAnteriorCingulate","N","5","","mm3",""
"","ST54SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftRostralAnteriorCingulate","N","5","","mm2",""
"","ST54TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftRostralAnteriorCingulate","N","4","","mm",""
"","ST54TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftRostralAnteriorCingulate","N","4","","mm",""
"","ST55CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftRostralMiddleFrontal","N","5","","mm3",""
"","ST55SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftRostralMiddleFrontal","N","5","","mm2",""
"","ST55TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftRostralMiddleFrontal","N","4","","mm",""
"","ST55TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftRostralMiddleFrontal","N","4","","mm",""
"","ST56CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftSuperiorFrontal","N","5","","mm3",""
"","ST56SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftSuperiorFrontal","N","5","","mm2",""
"","ST56TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftSuperiorFrontal","N","4","","mm",""
"","ST56TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftSuperiorFrontal","N","4","","mm",""
"","ST57CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftSuperiorParietal","N","5","","mm3",""
"","ST57SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftSuperiorParietal","N","5","","mm2",""
"","ST57TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftSuperiorParietal","N","4","","mm",""
"","ST57TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftSuperiorParietal","N","4","","mm",""
"","ST58CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftSuperiorTemporal","N","5","","mm3",""
"","ST58SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftSuperiorTemporal","N","5","","mm2",""
"","ST58TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftSuperiorTemporal","N","4","","mm",""
"","ST58TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftSuperiorTemporal","N","4","","mm",""
"","ST59CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftSupramarginal","N","5","","mm3",""
"","ST59SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftSupramarginal","N","5","","mm2",""
"","ST59TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftSupramarginal","N","4","","mm",""
"","ST59TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftSupramarginal","N","4","","mm",""
"","ST5SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of CorpusCallosumMidPosterior","N","8","","mm3",""
"","ST60CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftTemporalPole","N","5","","mm3",""
"","ST60SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftTemporalPole","N","5","","mm2",""
"","ST60TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftTemporalPole","N","4","","mm",""
"","ST60TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftTemporalPole","N","4","","mm",""
"","ST61SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of LeftThalamus","N","8","","mm3",""
"","ST62CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of LeftTransverseTemporal","N","5","","mm3",""
"","ST62SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of LeftTransverseTemporal","N","5","","mm2",""
"","ST62TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of LeftTransverseTemporal","N","4","","mm",""
"","ST62TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of LeftTransverseTemporal","N","4","","mm",""
"","ST65SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of LeftVentralDC","N","8","","mm3",""
"","ST66SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of LeftVessel","N","8","","mm3",""
"","ST68SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of NonWMHypoIntensities","N","8","","mm3",""
"","ST69SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of OpticChiasm","N","8","","mm3",""
"","ST6SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of CorpusCallosumPosterior","N","8","","mm3",""
"","ST70SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of RightAccumbensArea","N","8","","mm3",""
"","ST71SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of RightAmygdala","N","8","","mm3",""
"","ST72CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of RightBankssts","N","5","","mm3",""
"","ST72SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of RightBankssts","N","5","","mm2",""
"","ST72TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of RightBankssts","N","4","","mm",""
"","ST72TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of RightBankssts","N","4","","mm",""
"","ST73CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of RightCaudalAnteriorCingulate","N","5","","mm3",""
"","ST73SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of RightCaudalAnteriorCingulate","N","5","","mm2",""
"","ST73TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of RightCaudalAnteriorCingulate","N","4","","mm",""
"","ST73TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of RightCaudalAnteriorCingulate","N","4","","mm",""
"","ST74CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of RightCaudalMiddleFrontal","N","5","","mm3",""
"","ST74SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of RightCaudalMiddleFrontal","N","5","","mm2",""
"","ST74TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of RightCaudalMiddleFrontal","N","4","","mm",""
"","ST74TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of RightCaudalMiddleFrontal","N","4","","mm",""
"","ST75SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of RightCaudate","N","8","","mm3",""
"","ST76SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of RightCerebellumCortex","N","8","","mm3",""
"","ST77SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of RightCerebellumWM","N","8","","mm3",""
"","ST7SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of Csf","N","8","","mm3",""
"","ST80SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of RightChoroidPlexus","N","8","","mm3",""
"","ST82CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of RightCuneus","N","5","","mm3",""
"","ST82SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of RightCuneus","N","5","","mm2",""
"","ST82TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of RightCuneus","N","4","","mm",""
"","ST82TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of RightCuneus","N","4","","mm",""
"","ST83CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of RightEntorhinal","N","5","","mm3",""
"","ST83SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of RightEntorhinal","N","5","","mm2",""
"","ST83TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of RightEntorhinal","N","4","","mm",""
"","ST83TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of RightEntorhinal","N","4","","mm",""
"","ST84CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of RightFrontalPole","N","5","","mm3",""
"","ST84SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of RightFrontalPole","N","5","","mm2",""
"","ST84TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of RightFrontalPole","N","4","","mm",""
"","ST84TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of RightFrontalPole","N","4","","mm",""
"","ST85CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of RightFusiform","N","5","","mm3",""
"","ST85SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of RightFusiform","N","5","","mm2",""
"","ST85TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of RightFusiform","N","4","","mm",""
"","ST85TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of RightFusiform","N","4","","mm",""
"","ST87SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of RightHemisphereWM","N","8","","mm2",""
"","ST88SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of RightHippocampus","N","8","","mm3",""
"","ST89SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of RightInferiorLateralVentricle","N","8","","mm3",""
"","ST8SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of FifthVentricle","N","8","","mm3",""
"","ST90CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of RightInferiorParietal","N","5","","mm3",""
"","ST90SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of RightInferiorParietal","N","5","","mm2",""
"","ST90TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of RightInferiorParietal","N","4","","mm",""
"","ST90TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of RightInferiorParietal","N","4","","mm",""
"","ST91CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of RightInferiorTemporal","N","5","","mm3",""
